Accession	Name	Description	Source Database
IPR044942	Adenovirus Pll, hexon, subdomain 2	This entry represents a structural subdomain with a complex α/β topology. Hexon is a major coat protein found in various species-specific Adenoviruses, which are type II dsDNA viruses. Hexon coat proteins are synthesised during late infection and form homo-trimers. The 240 copies of the hexon trimer that are produced are organised so that 12 lie on each of the 20 facets. The central 9 hexons in a facet are cemented together by 12 copies of polypeptide IX. The penton complex, formed by the peripentonal hexons and base hexon (holding in place a fibre), lie at each of the 12 vertices [[cite:PUB00003331]]. The hexon coat protein is a duplication consisting of two domains with a similar fold packed together like the nucleoplasmin subunits. Within a hexon trimer, the domains are arranged around a pseudo 6-fold axis. The domains have a β-sandwich structure consisting of 8 strands in two sheets with a jelly-roll topology; each domain is heavily decorated with many insertions [[cite:PUB00022393]].	INTERPRO
IPR022404	Diphtheria toxin, receptor-binding domain	"This entry represents the C-terminal receptor-binding domain, also known as the R domain. This domain has a β-sandwich fold consisting of nine strands in two sheet with greek-key topology; it is a subclass of immunoglobin-like fold [[cite:PUB00037609]]. The R domain binds to cell surface receptor, permitting the toxin to enter the cell by receptor mediated endocytosis [[cite:PUB00005016], [cite:PUB00000429]]. Diphtheria toxin ([ec:2.4.2.36]) is a 58kDa protein secreted by lysogenic strains of Corynebacterium diphtheriae. The toxin causes the disease diphtheria in humans by gaining entry into the cell cytoplasm and inhibiting protein synthesis [[cite:PUB00000429]]. The mechanism of inhibition involves transfer of the ADP-ribose group of NAD to elongation factor-2 (EF-2), rendering EF-2 inactive. The catalysed reaction is as follows:


&lt;reaction&gt;
NAD&lt;sup&gt;+&lt;/sup&gt; + peptide diphthamide = nicotinamide + peptide N-(ADP-D-ribosyl)diphthamide
&lt;/reaction&gt;


The crystal structure of the diphtheria toxin homodimer has been determined to 2.5A resolution [[cite:PUB00004122]]. The structure reveals a Y-shaped molecule of 3 domains, a catalytic domain (fragment A), whose fold is of the α+β type; a transmembrane (TM) domain, which consists of 9 α-helices, 2 pairs of which may participate in pH-triggered membrane insertion and translocation; and a receptor-binding domain, which forms a flattened β-barrel with a jelly-roll-like topology [[cite:PUB00004122]]. The TM- and receptor binding-domains together constitute fragment B."	INTERPRO
IPR000386	Haemagglutinin, influenzavirus B	"Haemagglutinin (HA) is one of two main surface fusion glycoproteins embedded in the envelope of influenza viruses, the other being neuraminidase (NA). There are sixteen known HA subtypes (H1-H16) and nine NA subtypes (N1-N9), which together are used to classify influenza viruses (e.g. H5N1). The antigenic variations in HA and NA enable the virus to evade host antibodies made to previous influenza strains, accounting for recurrent influenza epidemics [[cite:PUB00033165]]. The HA glycoprotein is present in the viral membrane as a single polypeptide (HA0), which must be cleaved by the host's trypsin-like proteases to produce two peptides (HA1 and HA2) in order for the virus to be infectious. Once HA0 is cleaved, the newly exposed N-terminal of the HA2 peptide then acts to fuse the viral envelope to the cellular membrane of the host cell, which allows the viral negative-stranded RNA to infect the host cell. The type of host protease can influence the infectivity and pathogenicity of the virus.

The haemagglutinin glycoprotein is a trimer containing three structurally distinct regions: a globular head consisting of anti-parallel β-sheets that form a β-sandwich with a jelly-roll fold (contains the receptor binding site and the HA1/HA2 cleavage site); a triple-stranded, coiled-coil, α-helical stalk; and a globular foot composed of anti-parallel β-sheets [[cite:PUB00033162], [cite:PUB00033164]]. Each monomer consists of an intact HA0 polypeptide with the HA1 and HA2 regions linked by disulphide bonds. The N terminus of HA1 provides the central strand in the 5-stranded globular foot, while the rest of the HA1 chain makes its way to the 8-stranded globular head.  HA2 provides two α helices, which form part of the triple-stranded coiled-coil that stabilises the trimer, its C terminus providing the remaining strands of the 5-stranded globular foot. This entry represents haemagglutinin found in influenza virus B."	INTERPRO
PS51172	CBM3 (carbohydrate binding type-3) domain profile	"Carbohydrate-binding modules (CBM) have been classified into more than 40
families according to sequence homology [E1]. Several cellulolytic enzymes
share a conserved region of about 150 amino acid residues, the CBM3 domain
[[cite:PUB00001730]]. It has been classified in three different subtypes, termed family IIIa,
IIIb and IIIc. The family IIIa (scaffoldin) and IIIb (mainly free enzymes) are
closely similar in their primary structures and both types bind strongly to
crystalline cellulose [[cite:PUB00001296]][[cite:PUB00025133]]. Members of the family IIIc, fails to bind
crystalline cellulose, but serves in a 'helper' capacity by feeding a single
incoming cellulose chain into the active site of the neighbouring catalytic
module pending hydrolysis [[cite:PUB00033741]][[cite:PUB00033742]].

The CBM3 domain is mainly found C-terminal to the catalytic domain, which
correspond to a wide range of bacterial glycosyl hydrolases like family 9, family 5 and family 10.

The crystal structure of CBM3 has been solved [[cite:PUB00001296]]. It
consists of nine beta-strands which form a compact domain that has an overall
prismatic shape. It is arranged in two antiparallel beta-sheets that stack
face-to-face to form a beta sandwich with jelly roll topology. Two defined
surfaces, located on opposite sides of the molecule, contain conserved polar
and aromatic residues which are probably involved in the binding of the CBM to
cellulose [[cite:PUB00001296]][[cite:PUB00025133]]. The first one forms a planar strip whereas the second one
forms a shallow groove.

Some proteins known to contain a CBM3 domain are listed below:

 - Clostridial  cellulosomal  scaffolding  proteins  cipA, cipC and cbpA. They
   promote the   binding   of  cellulose  to  the  catalytic  domains  of  the
   cellulolytic enzymes.
 - Bacterial   cellulases   A, B, F, G, I, N, Y, Z   (Endo-1,4-beta-glucanase)
   (EC 3.2.1.4).

The profile we developed covers the whole CBM3 domain."	PROFILE
IPR011043	Galactose oxidase/kelch, beta-propeller	"This entry represents a β-propeller domain found in galactose oxidase and in Kelch repeat-containing proteins.

The known functions of kelch-containing proteins are diverse: scruin is an actin cross-linking protein; galactose oxidase catalyses the oxidation of the hydroxyl group at the C6 position in D-galactose; neuraminidase hydrolyses sialic acid residues from glycoproteins; and kelch may have a cytoskeletal function, as it is localised to the actin-rich ring canals that connect the 15 nurse cells to the developing oocyte in Drosophila [[cite:PUB00003094]]. Nevertheless, based on the location of the kelch pattern in the catalytic unit in galactose oxidase, functionally important residues have been predicted in glyoxal oxidase [[cite:PUB00003318]].



Galactose oxidase ([ec:1.1.3.9]) is a monomeric enzyme that contains a single copper ion and catalyses the stereospecific oxidation of primary alcohols to their corresponding aldehyde [[cite:PUB00014151]]. The protein contains an unusual covalent thioether bond between a tyrosine and a cysteine that forms during its maturation [[cite:PUB00014152]]. Galactose oxidase is a three-domain protein: the N-terminal domain forms a jelly-roll sandwich, the central domain forms a seven 4-bladed β-propeller, and the C-terminal domain has an immunoglobulin-like fold."	INTERPRO
IPR001364	Haemagglutinin, influenzavirus A/B	"Haemagglutinin (HA) is one of two main surface fusion glycoproteins embedded in the envelope of influenza viruses, the other being neuraminidase (NA). There are sixteen known HA subtypes (H1-H16) and nine NA subtypes (N1-N9), which together are used to classify influenza viruses (e.g. H5N1). The antigenic variations in HA and NA enable the virus to evade host antibodies made to previous influenza strains, accounting for recurrent influenza epidemics [[cite:PUB00033165]]. The HA glycoprotein is present in the viral membrane as a single polypeptide (HA0), which must be cleaved by the host's trypsin-like proteases to produce two peptides (HA1 and HA2) in order for the virus to be infectious. Once HA0 is cleaved, the newly exposed N-terminal of the HA2 peptide then acts to fuse the viral envelope to the cellular membrane of the host cell, which allows the viral negative-stranded RNA to infect the host cell. The type of host protease can influence the infectivity and pathogenicity of the virus.

The haemagglutinin glycoprotein is a trimer containing three structurally distinct regions: a globular head consisting of anti-parallel β-sheets that form a β-sandwich with a jelly-roll fold (contains the receptor binding site and the HA1/HA2 cleavage site); a triple-stranded, coiled-coil, α-helical stalk; and a globular foot composed of anti-parallel β-sheets [[cite:PUB00033162], [cite:PUB00033164]]. Each monomer consists of an intact HA0 polypeptide with the HA1 and HA2 regions linked by disulphide bonds. The N terminus of HA1 provides the central strand in the 5-stranded globular foot, while the rest of the HA1 chain makes its way to the 8-stranded globular head.  HA2 provides two α helices, which form part of the triple-stranded coiled-coil that stabilises the trimer, its C terminus providing the remaining strands of the 5-stranded globular foot. This entry represents the entire haemagglutinin protein (HA0) consisting of both the HA1 and HA2 regions, as found in influenza A and B viruses."	INTERPRO
IPR016031	Tryptophan RNA-binding attenuator protein-like domain superfamily	The tryptophan RNA-binding attenuation protein (TRAP) regulates expression of the tryptophan biosynthetic genes in Bacillus sp. by binding to the leader region of the nascent trp operon mRNA [[cite:PUB00025371]]. The crystal structure of the Trp RNA-binding attenuation protein of Bacillus subtilis (mtrB, [swissprot:P19466]) has been solved [[cite:PUB00004208]]. TRAP forms an oligomeric ring consisting of 11 single-domain subunits, where each subunit adopts a double-stranded β-helix structure with the appearance of a β-sandwich of distinct architecture and jelly-roll fold. The 11 subunits are stabilised by 11 inter-subunit strands, forming a β-wheel with a large central hole. TRAP is activated by binding to tryptophan in clefts between adjacent β-strands, which induces conformational changes in the protein. Activated TRAP binds an mRNA target sequence consisting of 11 (G/U)AG repeats, separated by 2-3 spacer nucleotides. The spacer nucleotides do not make direct contact with the TRAP protein, but they do influence the conformation of the RNA, which might influence the specificity of TRAP [[cite:PUB00022801]]. This superfamily represents a domain with a TRAP-like double-stranded β-helix topology. This domain is found in TRAP proteins, as well as in the hypothetical protein SPyM3_0169 from Streptococcus pyogenes. SPyM3_0169 contains 9 domains per ring-like trimer, where each subunit contains three structural repeats.	INTERPRO
PS51762	Glycosyl hydrolases family 16 (GH16) domain profile	"The glycosyl hydrolases family 16 (GH16) [[cite:PUB00000503]] contains functionally
heterogeneous members, including beta-agarases, endo-1,3-beta-glucanases
(laminarinases), endo-beta-1,3-1,4-glucanases (lichenases), kappa-
carrageenases, endo-beta-galactosidases and xyloglucan endotransferases. These
enzymes share a common ancestor and have diverged significantly in their
primary sequence.

The GH16 catalytic domain has a classical sandwich-like beta-jelly roll fold,
formed by two main, closely packed and curved antiparallel beta sheets,
creating a deep channel harboring the catalytic machinery.
Even though the GH16 domains have now diverged significantly in their primary
sequences, they all feature a common catalytic motif, E-[ILV]-D-[IVAF]-
[VILMF](0,1)-E. The two glutamic acid residues in the conserved motif are the
nucleophile and the general base involved in catalysis, whereas the aspartic
acid residue is important in maintaining the relative position of these
catalytic amino acids [[cite:PUB00029321]][[cite:PUB00010686]].

Some proteins known to contain a GH16 domain are listed below:

 - Bacterial beta-1,3-1,4-glucanases, or lichenases, (EC 3.2.1.73) mainly from
   Bacillus but  also  from  Clostridium thermocellum (gene licB), Fibrobacter
   succinogenes and Rhodothermus marinus (gene bglA).
 - Bacillus circulans beta-1,3-glucanase A1 (EC 3.2.1.39) (gene glcA).
 - Alteromonas carrageenovora kappa-carrageenase (EC 3.2.1.83) (gene cgkA).
 - Rhizobium meliloti endo-1,3-1,4-beta-glycanase exoK.
 - Streptomyces coelicolor agarase (EC 3.2.1.81) (gene dagA).
 - Zobellia galactanivorans beta-agarase A (EC 3.2.1.81) (gene agaA).
 - Zobellia galactanivorans beta-agarase B (EC 3.2.1.81) (gene agaB).
 - Saccharophagus sp. AG21 beta-agarase (gene agy1), includes a GH16 domain
   and two CBM6 (carbohydrate binding type-6) domain.
 - Microbulbifer thermotolerans agarase (agaA).
 - Thermotoga maritima laminarinase.
 - Saccharomyces cerevisiae beta-glucan synthesis-associated protein SKN1 [[cite:PUB00016652]].
 - Saccharomyces cerevisiae beta-glucan synthesis-associated protein KRE6 [[cite:PUB00016652]].

Two closely clustered conserved glutamates have been shown [[cite:PUB00002845]] to be involved
in the catalytic activity of Bacillus licheniformis lichenase. We used the
region that contains these residues as a signature pattern. We have also
developed a profile that covers the entire GH16 domain."	PROFILE
IPR000149	Haemagglutinin, influenzavirus A	"Haemagglutinin (HA) is one of two main surface fusion glycoproteins embedded in the envelope of influenza viruses, the other being neuraminidase (NA). There are sixteen known HA subtypes (H1-H16) and nine NA subtypes (N1-N9), which together are used to classify influenza viruses (e.g. H5N1). The antigenic variations in HA and NA enable the virus to evade host antibodies made to previous influenza strains, accounting for recurrent influenza epidemics [[cite:PUB00033165]]. The HA glycoprotein is present in the viral membrane as a single polypeptide (HA0), which must be cleaved by the host's trypsin-like proteases to produce two peptides (HA1 and HA2) in order for the virus to be infectious. Once HA0 is cleaved, the newly exposed N-terminal of the HA2 peptide then acts to fuse the viral envelope to the cellular membrane of the host cell, which allows the viral negative-stranded RNA to infect the host cell. The type of host protease can influence the infectivity and pathogenicity of the virus.

The haemagglutinin glycoprotein is a trimer containing three structurally distinct regions: a globular head consisting of anti-parallel β-sheets that form a β-sandwich with a jelly-roll fold (contains the receptor binding site and the HA1/HA2 cleavage site); a triple-stranded, coiled-coil, α-helical stalk; and a globular foot composed of anti-parallel β-sheets [[cite:PUB00033162], [cite:PUB00033164]]. Each monomer consists of an intact HA0 polypeptide with the HA1 and HA2 regions linked by disulphide bonds. The N terminus of HA1 provides the central strand in the 5-stranded globular foot, while the rest of the HA1 chain makes its way to the 8-stranded globular head.  HA2 provides two α helices, which form part of the triple-stranded coiled-coil that stabilises the trimer, its C terminus providing the remaining strands of the 5-stranded globular foot. This entry represents haemagglutinin from influenza virus A. The influenza A HAs can be divided into group 1 encompassing H1, H2, H5, H6, H8, H9, H11, H12, H13, H16, H17, and H18, and group 2 including H3, H4, H7, H10, H14, and H15 subtypes [[cite:PUB00092983]]. This entry also includes  HA from Bat-derived influenza-like viruses H17N10 ([swissprot:H6QM93]) [[cite:PUB00092984]]."	INTERPRO
IPR036799	Diphtheria toxin, receptor-binding domain superfamily	"This entry represents the C-terminal receptor-binding domain (also known as the R domain) of Diphtheria toxin. This domain has a β-sandwich fold consisting of nine strands in two sheet with greek-key topology; it is a subclass of immunoglobin-like fold [[cite:PUB00037609]]. The R domain binds to cell surface receptor, permitting the toxin to enter the cell by receptor mediated endocytosis [[cite:PUB00005016], [cite:PUB00000429]]. Diphtheria toxin ([ec:2.4.2.36]) is a 58kDa protein secreted by lysogenic strains of Corynebacterium diphtheriae. The toxin causes the disease diphtheria in humans by gaining entry into the cell cytoplasm and inhibiting protein synthesis [[cite:PUB00000429]]. The mechanism of inhibition involves transfer of the ADP-ribose group of NAD to elongation factor-2 (EF-2), rendering EF-2 inactive. The catalysed reaction is as follows:


&lt;reaction&gt;
NAD&lt;sup&gt;+&lt;/sup&gt; + peptide diphthamide = nicotinamide + peptide N-(ADP-D-ribosyl)diphthamide
&lt;/reaction&gt;


The crystal structure of the diphtheria toxin homodimer has been determined to 2.5A resolution [[cite:PUB00004122]]. The structure reveals a Y-shaped molecule of 3 domains, a catalytic domain (fragment A), whose fold is of the α+β type; a transmembrane (TM) domain, which consists of 9 α-helices, 2 pairs of which may participate in pH-triggered membrane insertion and translocation; and a receptor-binding domain, which forms a flattened β-barrel with a jelly-roll-like topology [[cite:PUB00004122]]. The TM- and receptor binding-domains together constitute fragment B."	INTERPRO
IPR001956	Carbohydrate-binding module 3	"Carbohydrate-binding modules (CBM) have been classified into more than 40 families according to sequence homology. Several cellulolytic enzymes share a conserved region of about 150 amino acid residues, the CBM3 domain [[cite:PUB00001730]]. It has been classified in three different subtypes, termed family IIIa, IIIb and IIIc. The family IIIa (scaffoldin) and IIIb (mainly free enzymes) are closely similar in their primary structures and both types bind strongly to crystalline cellulose [[cite:PUB00001296], [cite:PUB00025133]]. Members of the family IIIc, fail to bind crystalline cellulose, but serve in a 'helper' capacity by feeding a single incoming cellulose chain into the active site of the neighbouring catalytic module pending hydrolysis [[cite:PUB00033741], [cite:PUB00033742]].

The CBM3 domain is mainly found C-terminal to the catalytic domain, which correspond to a wide range of bacterial glycosyl hydrolases like family 9, family 5 and family 10.

The crystal structure of CBM3 has been solved [[cite:PUB00001296]]. It consists of nine β-strands which form a compact domain that has an overall prismatic shape. It is arranged in two antiparallel β-sheets that stack face-to-face to form a β sandwich with jelly roll topology. Two defined surfaces, located on opposite sides of the molecule, contain conserved polar and aromatic residues which are probably involved in the binding of the CBM to cellulose [[cite:PUB00001296], [cite:PUB00025133]]. The first one forms a planar strip whereas the second one forms a shallow groove.

Some proteins known to contain a CBM3 domain are listed below:



Clostridial cellulosomal scaffolding proteins cipA, cipC and cbpA. They promote the binding of cellulose to the catalytic domains of the cellulolytic enzymes.
Bacterial cellulases A, B, F, G, I, N, Y, Z (Endo-1,4-beta-glucanase, [ec:3.2.1.4]).


This entry represents the CBM3 domain, which is also known as cellulose-binding domain family III (CBD III)."	INTERPRO
IPR014831	Haemagglutinin stalk, influenza C	"Haemagglutinin (HA) is one of two main surface fusion glycoproteins embedded in the envelope of influenza viruses, the other being neuraminidase (NA). There are sixteen known HA subtypes (H1-H16) and nine NA subtypes (N1-N9), which together are used to classify influenza viruses (e.g. H5N1). The antigenic variations in HA and NA enable the virus to evade host antibodies made to previous influenza strains, accounting for recurrent influenza epidemics [[cite:PUB00033165]]. The HA glycoprotein is present in the viral membrane as a single polypeptide (HA0), which must be cleaved by the host's trypsin-like proteases to produce two peptides (HA1 and HA2) in order for the virus to be infectious. Once HA0 is cleaved, the newly exposed N-terminal of the HA2 peptide then acts to fuse the viral envelope to the cellular membrane of the host cell, which allows the viral negative-stranded RNA to infect the host cell. The type of host protease can influence the infectivity and pathogenicity of the virus.

The haemagglutinin glycoprotein is a trimer containing three structurally distinct regions: a globular head consisting of anti-parallel β-sheets that form a β-sandwich with a jelly-roll fold (contains the receptor binding site and the HA1/HA2 cleavage site); a triple-stranded, coiled-coil, α-helical stalk; and a globular foot composed of anti-parallel β-sheets [[cite:PUB00033162], [cite:PUB00033164]]. Each monomer consists of an intact HA0 polypeptide with the HA1 and HA2 regions linked by disulphide bonds. The N terminus of HA1 provides the central strand in the 5-stranded globular foot, while the rest of the HA1 chain makes its way to the 8-stranded globular head.  HA2 provides two α helices, which form part of the triple-stranded coiled-coil that stabilises the trimer, its C terminus providing the remaining strands of the 5-stranded globular foot. This entry represents the stalk segment of haemagglutinin in influenza C virus.  It forms a coiled coil structure [[cite:PUB00010667]]."	INTERPRO
IPR036966	Carbohydrate-binding module 3 superfamily	"Carbohydrate-binding modules (CBM) have been classified into more than 40 families according to sequence homology. Several cellulolytic enzymes share a conserved region of about 150 amino acid residues, the CBM3 domain [[cite:PUB00001730]]. It has been classified in three different subtypes, termed family IIIa, IIIb and IIIc. The family IIIa (scaffoldin) and IIIb (mainly free enzymes) are closely similar in their primary structures and both types bind strongly to crystalline cellulose [[cite:PUB00001296], [cite:PUB00025133]]. Members of the family IIIc, fail to bind crystalline cellulose, but serve in a 'helper' capacity by feeding a single incoming cellulose chain into the active site of the neighbouring catalytic module pending hydrolysis [[cite:PUB00033741], [cite:PUB00033742]].

The CBM3 domain is mainly found C-terminal to the catalytic domain, which correspond to a wide range of bacterial glycosyl hydrolases like family 9, family 5 and family 10.

The crystal structure of CBM3 has been solved [[cite:PUB00001296]]. It consists of nine β-strands which form a compact domain that has an overall prismatic shape. It is arranged in two antiparallel β-sheets that stack face-to-face to form a β sandwich with jelly roll topology. Two defined surfaces, located on opposite sides of the molecule, contain conserved polar and aromatic residues which are probably involved in the binding of the CBM to cellulose [[cite:PUB00001296], [cite:PUB00025133]]. The first one forms a planar strip whereas the second one forms a shallow groove.

Some proteins known to contain a CBM3 domain are listed below:



Clostridial cellulosomal scaffolding proteins cipA, cipC and cbpA. They promote the binding of cellulose to the catalytic domains of the cellulolytic enzymes.
Bacterial cellulases A, B, F, G, I, N, Y, Z (Endo-1,4-beta-glucanase, [ec:3.2.1.4]).


This entry represents the CBM3 domain, which is also known as cellulose-binding domain family III (CBD III)."	INTERPRO
IPR000859	CUB domain	"The CUB domain (for complement C1r/C1s, Uegf, Bmp1) is a structural motif of approximately 110 residues found almost exclusively in extracellular and plasma membrane-associated proteins, many of which are developmentally regulated [[cite:PUB00003306], [cite:PUB00001610]]. These proteins are involved in a diverse range of functions, including complement activation, developmental patterning, tissue repair, axon guidance and angiogenesis, cell signalling, fertilisation, haemostasis, inflammation, neurotransmission, receptor-mediated endocytosis, and tumour suppression [[cite:PUB00035660]]. Many CUB-containing proteins are peptidases belonging to MEROPS peptidase families M12A (astacin) and S1A (chymotrypsin). Proteins containing a CUB domain include:



Mammalian complement subcomponents C1s/C1r, which form the calcium-dependent complex C1, the first component of the classical pathway of the complement system.

Cricetidae sp. (Hamster) serine protease Casp, which degrades type I and IV collagen and fibronectin in the presence of calcium.

Mammalian complement-activating component of Ra-reactive factor (RARF), a protease that cleaves the C4 component of complement.

Vertebrate enteropeptidase ([ec:3.4.21.9]), a type II membrane protein of the intestinal brush border, which activates trypsinogen.

Vertebrate bone morphogenic protein 1 (BMP-1), a protein which induces cartilage and bone formation and expresses metalloendopeptidase activity.

Sea urchin blastula proteins BP10 and SpAN.

Caenorhabditis elegans hypothetical proteins F42A10.8 and R151.5.

Neuropilin (A5 antigen), a calcium-independent cell adhesion molecule that functions during the formation of certain neuronal circuits.

Fibropellins I and III from Strongylocentrotus purpuratus (Purple sea urchin).

Mammalian hyaluronate-binding protein TSG-6 (or PS4), a serum and growth factor induced protein.

Mammalian spermadhesins.

Xenopus laevis embryonic protein UVS.2, which is expressed during dorsoanterior development.



Several of the above proteins consist of a catalytic domain together with several CUB domains interspersed by calcium-binding EGF domains. Some CUB domains appear to be involved in oligomerisation and/or recognition of substrates and binding partners. For example, in the complement proteases, the CUB domains mediate dimerisation and binding to collagen-like regions of target proteins (e.g. C1q for C1r/C1s). The structure of CUB domains consists of a β-sandwich with a jelly-roll fold. Almost all CUB domains contain four conserved cysteines that probably form two disulphide bridges (C1-C2, C3-C4). The CUB1 domains of C1s and Map19 have calcium-binding sites [[cite:PUB00035659]]."	INTERPRO
IPR035914	Spermadhesin, CUB domain superfamily	"The CUB domain (for complement C1r/C1s, Uegf, Bmp1) is a structural motif of approximately 110 residues found almost exclusively in extracellular and plasma membrane-associated proteins, many of which are developmentally regulated [[cite:PUB00003306], [cite:PUB00001610]]. These proteins are involved in a diverse range of functions, including complement activation, developmental patterning, tissue repair, axon guidance and angiogenesis, cell signalling, fertilisation, haemostasis, inflammation, neurotransmission, receptor-mediated endocytosis, and tumour suppression [[cite:PUB00035660]]. Many CUB-containing proteins are peptidases belonging to MEROPS peptidase families M12A (astacin) and S1A (chymotrypsin). Proteins containing a CUB domain include:



Mammalian complement subcomponents C1s/C1r, which form the calcium-dependent complex C1, the first component of the classical pathway of the complement system.

Cricetidae sp. (Hamster) serine protease Casp, which degrades type I and IV collagen and fibronectin in the presence of calcium.

Mammalian complement-activating component of Ra-reactive factor (RARF), a protease that cleaves the C4 component of complement.

Vertebrate enteropeptidase ([ec:3.4.21.9]), a type II membrane protein of the intestinal brush border, which activates trypsinogen.

Vertebrate bone morphogenic protein 1 (BMP-1), a protein which induces cartilage and bone formation and expresses metalloendopeptidase activity.

Sea urchin blastula proteins BP10 and SpAN.

Caenorhabditis elegans hypothetical proteins F42A10.8 and R151.5.

Neuropilin (A5 antigen), a calcium-independent cell adhesion molecule that functions during the formation of certain neuronal circuits.

Fibropellins I and III from Strongylocentrotus purpuratus (Purple sea urchin).

Mammalian hyaluronate-binding protein TSG-6 (or PS4), a serum and growth factor induced protein.

Mammalian spermadhesins.

Xenopus laevis embryonic protein UVS.2, which is expressed during dorsoanterior development.



Several of the above proteins consist of a catalytic domain together with several CUB domains interspersed by calcium-binding EGF domains. Some CUB domains appear to be involved in oligomerisation and/or recognition of substrates and binding partners. For example, in the complement proteases, the CUB domains mediate dimerisation and binding to collagen-like regions of target proteins (e.g. C1q for C1r/C1s). The structure of CUB domains consists of a β-sandwich with a jelly-roll fold. Almost all CUB domains contain four conserved cysteines that probably form two disulphide bridges (C1-C2, C3-C4). The CUB1 domains of C1s and Map19 have calcium-binding sites [[cite:PUB00035659]]. Structurally, the spermadhesins consist of a CUB domain [[cite:PUB00003306]]."	INTERPRO
